"AR","AT","BE","CH","CL","DE","DK","ES","FI","FR","UK","HU","ID","IE","IN","IT","JP","KR","MX","MY","NL","NO","PT","SE","TH","US","date"
NA,"-2.2","-5.8","5.3",NA,"1.9","-11.9","-0.8","4","-1.1","7.7","-1.5",NA,"-0.5","1.7","-9.5","5.3","11.1",NA,"10","-0.9","2.2","3.2","0.7","3.7","-0.8",1983-07-01
NA,"-2.3","-4.9","6.5",NA,"2.4","-9.9","0.1","2.5","0.8","7.8","-2.5",NA,"2.2","3.3","-6.4","7.2","10.6",NA,"11.4","-1","2.8","9.1","0.3","7.9","-0.5",1983-10-01
NA,"-4.9","-6.6","3.5",NA,"0.4","-8.8","-2.5","1.7","0.1","9.4","-1.3",NA,"2.6","3.2","-6","7.2","9.7",NA,"10.7","-1.5","4.2","4.3","0.6","9","-0.9",1984-01-01
NA,"-4.3","-7.1","4.5",NA,"0.8","-5.9","-2.3","1.2","1","10.5","-2.4",NA,"2","2.9","-4.8","5.2","9.6",NA,"11","-3.1","6","4.8","0.8","7.5","0",1984-04-01
NA,"-3.9","-8.2","3",NA,"0.5","-6.3","-4.6","1.8","1.1","10.8","-3",NA,"0.5","1.7","-3.4","6.9","8.9",NA,"11.4","-4.8","5.8","5.3","1","7.6","0.3",1984-07-01
NA,"-1.6","-7.1","2.8",NA,"1.1","-4.8","-2.6","1.9","2.5","12.5","-3.7",NA,"0.4","3.7","-0.3","7.3","9",NA,"10.2","-4.4","7.8","4.1","1.4","9.2","1.6",1984-10-01
NA,"-3.2","-8.1","2.7",NA,"0.5","-3.9","-5.3","2.3","0.8","13.2","-3.4",NA,"0.9","3.4","-0.7","7.4","10.2",NA,"10.3","-5.1","7.6","-0.7","1.8","10.4","2.3",1985-01-01
NA,"-2.8","-7.7","0.8",NA,"-0.1","-0.5","-4.8","1.6","0.2","11.4","-2.4",NA,"0.3","1.6","-1.4","5.1","11.9",NA,"10.3","-6.3","7.6","-4.6","2.3","8.3","3.4",1985-04-01
NA,"-3.1","-9.1","-0.3",NA,"-1.3","-0.3","-6.2","2.3","-1","12","-3.3",NA,"-3.7","1.1","-2.4","5.6","12.8",NA,"12.5","-7.6","7.7","-10","2.8","5.9","4.2",1985-07-01
NA,"-2.3","-8.4","1.2",NA,"-0.4","5.3","-5.3","4.2","0","10.4","-3.9",NA,"-0.2","1.7","1.4","6.4","9.8",NA,"15.7","-7.9","8.4","-15.7","3.2","6.2","6.3",1985-10-01
NA,"-4.8","-8.6","0.2",NA,"-2.1","5.5","-8.2","4.3","-0.6","12","-3.2","3.8","-1.4","3.4","-2","5.7","7.1",NA,"16.9","-7.4","8.7","-22.6","5.5","5.4","5.8",1986-01-01
NA,"-4.5","-7.8","1.8",NA,"-2.5","9","-8","5.9","-0.7","12.4","-2.5","4.9","-3","1.5","-1.4","4.4","7.1",NA,"16.5","-7.1","16.9","-26.3","7.5","4","6.8",1986-04-01
NA,"-4.5","-8.6","2.3",NA,"-3.6","12","-9.3","5.4","-1.8","12","-2.2","9.7","-1.1","0.3","-1.3","6.2","4.4",NA,"18.6","-7.7","19","-28.8","9.3","2.9","8",1986-07-01
NA,"-2.2","-7.5","3",NA,"-3.9","18.7","-7.9","4.6","-2.8","13.9","-2.7","8.5","-0.8","0.9","2.8","8.8","2.7",NA,"17.3","-4.4","21.1","-30.6","10.9","1.4","9.6",1986-10-01
NA,"-4.3","-6.5","3.7",NA,"-5.2","19.2","-9.3","3.5","-0.6","14.6","-2.4","8.4","-1.3","2.8","1.9","9.6","0.2",NA,"14.4","-2.9","21.8","-31.5","12.7","2.8","8.8",1987-01-01
NA,"-3.7","-3.9","6.2",NA,"-5.5","19.6","-8.4","4.2","0.1","14.2","-2.8","7.4","0.7","0.1","2.7","14.3","-1.3",NA,"11.8","-0.1","21.5","-32.8","14.4","0.5","9.5",1987-04-01
NA,"-3.3","-5.3","6.1",NA,"-4.7","19.2","-9.1","6.2","0","14.5","-3.2","5.5","1.7","-0.7","0.7","16.6","-2.6",NA,"8.8","-3.2","22.6","-32.5","15.8","-0.8","9.6",1987-07-01
NA,"-1.4","-4.3","6.5",NA,"-4.4","22.9","-7","7.4","1.2","13.2","-3.2","5.1","0.8","-0.7","4.8","18.2","-5",NA,"6.4","-1.8","21.8","-33.3","17","2.5","9.2",1987-10-01
NA,"-2.7","-3.3","8.9",NA,"-5.8","18.7","-8","6.1","2.2","14.4","-4.5","5.8","0.3","1.4","2.8","16","-9",NA,"4.8","-0.9","20.9","-33.1","19.2","2.4","8.5",1988-01-01
NA,"-1","-1.7","11",NA,"-5.5","19.5","-6.9","5.8","3.2","16.7","-5.4","5.7","0.9","-1.3","4.5","14.9","-7.8",NA,"3.8","1.5","22.6","-33.8","21","2","8.7",1988-04-01
NA,"-1.1","-0.7","11.9",NA,"-5.8","17.3","-5.9","5.1","4.2","17.9","-5.8","6","-0.2","-2.1","3.6","16","-9.6",NA,"0.3","0.7","21.9","-33","22.4","1.7","8.1",1988-07-01
NA,"0.6","0.2","12.5",NA,"-5.2","18.1","-2.4","10.3","5.9","17.5","-6.2","6.8","-2","0.2","7.5","17.9","-11.3",NA,"-0.5","4.4","20.8","-31.5","23.4","3.5","7.9",1988-10-01
NA,"-2.3","0.3","15.4",NA,"-6.3","14.1","-2.7","9.9","4.9","19.2","-5","5.8","-5.4","0","6.4","17.2","-8.7",NA,"0.2","5.6","21.5","-33.8","25.1","4.4","6.6",1989-01-01
NA,"-1.1","2.9","17.9",NA,"-6","13.9","0.1","9.9","6.4","20","-5.3","6.5","-5","-0.5","8.1","16.8","-3.8",NA,"-0.9","6.4","20.3","-32.8","26.4","5.2","6.4",1989-04-01
NA,"0.3","3.2","16.3",NA,"-6","11.1","-0.4","9.8","6","20.6","-4.7","7.5","-4.8","-1.7","6.3","19.4","-1.5",NA,"-0.2","3.6","17","-31.6","27.4","5.1","5.4",1989-07-01
NA,"1.5","5.3","16.2",NA,"-4.8","13.2","1","7.4","7.2","19.7","-9.9","8.1","-5.3","-0.6","10.5","21.2","-1.2",NA,"1","2.5","13.2","-28.4","28","8","5.1",1989-10-01
NA,"0.2","3.4","15.2",NA,"-4.9","10","0.8","8.4","7.6","23.5","-11.2","8.8","-5.2","-0.2","7.9","23.8","-1.7",NA,"-0.7","3.5","13","-28.1","27.9","10.2","4.6",1990-01-01
NA,"1.6","4.9","14.7",NA,"-6.4","7.9","1.9","11.9","7.9","23","-11.5","12.7","-4.2","-1.5","8.5","19.9","-0.8",NA,"0","4.8","12.5","-25.5","27.7","13.1","4",1990-04-01
NA,"1.4","4.9","12.3",NA,"-6.8","5.1","2","15","7.8","21","-10.8","14.2","-0.1","-3.2","6.5","19.5","-1.3",NA,"1.7","4.7","7.9","-27.4","27.5","17.4","3",1990-07-01
NA,"2.4","5.2","9.8",NA,"-6.2","6.7","1.5","15.6","9.9","20.1","-10","15.1","1.1","-2.7","12.3","19.1","3.1","3.2","4.9","4.4","3.4","-26.9","27.2","19.3","2.3",1990-10-01
NA,"0.8","6.2","7.8",NA,"-7.4","2.5","2.1","15.9","9.6","19.4","-11.7","12.9","3.6","-2.9","8.7","15.1","5.7","3.3","4.6","5.1","0.4","-23.5","22.4","19.3","1",1991-01-01
NA,"1.9","6.9","7.7",NA,"-7","3.2","2.9","17.2","9.2","19.8","-13.4","11.4","5.3","-4.7","10.6","12.2","4.7","4.7","4.2","2.4","-0.7","-19.2","18.1","19.3","0.8",1991-04-01
NA,"0.7","6.3","5.3",NA,"-5.6","-0.4","2.6","20.5","9.1","17.7","-13.5","8.5","6","-6.3","9.4","10.6","5.6","5.6","5.5","0.9","-6.3","-17.7","14.6","20.9","-0.6",1991-07-01
NA,"1.5","6.6","3.5",NA,"-4.9","1.1","3.1","21.4","9.5","13.3","-12.3","9.4","5.9","-6.3","13","10.6","4.5","8.9","3.6","1.8","-11.2","-15.9","12","21.6","-1.6",1991-10-01
NA,"-0.6","5.4","2.3",NA,"-4.9","-0.8","1","24.9","8.8","12.4","-14.4","7.8","4.9","-5.6","11.5","7.6","4","9.2","4","2.1","-6","-17.2","11.6","20.7","-3",1992-01-01
NA,"0.1","6.3","1.5",NA,"-4.2","-2","1.6","28.4","8.8","9.8","-13.7","7.1","5","-5","12.3","6","3.2","10.4","0.9","1.9","-8.6","-15.2","11.9","20.8","-4.2",1992-04-01
NA,"0.3","5.5","0.5",NA,"-4","-4.8","1.9","31.9","7.3","8.5","-14.2","6.9","4.4","-5","11.7","5.2","3.7","11","0.6","2.8","-11.1","-12.4","12.5","20.7","-5.2",1992-07-01
NA,"1","14.3","-0.4",NA,"-4.2","-6.8","3.3","33.1","8.5","9.4","-16.9","4.7","8.5","-4.1","14.6","6.8","4.2","11.9","-1.3","2.9","-7.4","-7.8","13.2","21.2","-6.3",1992-10-01
NA,"-0.3","14.5","-0.3","8.9","-2.6","-8.1","2.6","26.8","9.7","7.1","-16.1","1.3","10.2","-3.1","13.3","5.3","4.4","11.8","-4.3","3.7","-9.1","-7.1","12.9","21.8","-7.4",1993-01-01
NA,"-0.2","14.8","-1.1","9.7","-1.1","-7.8","3.4","21","8.8","6","-16.2","1.3","7.7","-4.6","12.7","4.5","4.9","12.5","-6","1.5","-9.7","-2.9","12.1","22.7","-7.3",1993-04-01
NA,"-1.1","13.9","-3.8","10.8","0.3","-7.2","2.9","15","7.5","5.2","-16","0.3","5.6","-6.9","10.8","5.1","6.8","12.8","-8.6","-0.5","-14.5","-1.5","10.3","21.2","-7.1",1993-07-01
NA,"-0.9","13.8","-8.1","13.1","2.6","-5.7","3.4","6.9","5.2","5.4","-15.2","-1.2","8.5","-6.7","12.2","5.9","4","13.1","-5.3","0.6","-16","3.5","8.1","22","-6.8",1993-10-01
NA,"-3.1","12.5","-8.7","11.3","0.2","-5.7","1.4","5.4","4.6","2.9","-14.7","-0.3","5.9","-6.8","8.4","3.5","3.6","13.2","-6.8","2.4","-17.6","2.9","4.5","22.2","-6.9",1994-01-01
NA,"-2.6","12.4","-8.9","9.6","0.7","-8.2","1","2.2","2.9","-1.2","-12.6","-0.3","4.7","-8.4","7.7","0.9","4","13.3","-8.7","2.2","-19.9","3","1.2","24.8","-6.8",1994-04-01
NA,"-3.4","11.7","-9.2","9.6","1.4","-11.9","-0.2","-1.8","1.3","-2.6","-10.9","-0.1","3.3","-7.3","5.2","1","5.6","12.8","-4.8","0.9","-20.8","2.9","-1.6","28.7","-6.9",1994-07-01
"-11","-3","10.5","-9.9","9.5","2.2","-14.3","-0.4","-5.7","1.8","-3.5","-10.1","0.6","5","-6.9","7","1.3","3.4","12.7","-4.8","0.7","-23.6","6.3","-4.8","33.9","-6.3",1994-10-01
"-10.4","-5.5","8.7","-9.8","9.5","-1.6","-14.4","6.2","-10.6","0.5","-4.5","-10.6","-0.2","4.3","-4.1","5.4","-0.8","2.8","12.8","-3.6","-0.7","-24.4","3.9","-8.4","32.5","-6.5",1995-01-01
"-8.5","-5","7.2","-9.5","7","-0.6","-13.7","5.6","-15.3","0.5","-5.1","-10.3","-0.5","4.4","-5.7","5.5","-3.9","2.5","12","-2.1","-0.3","-24.1","3.8","-11.9","34.3","-5.6",1995-04-01
"-7.7","-5","4.6","-10.4","8.7","-0.4","-13.8","4.1","-18.9","-0.5","-5.7","-9.7","0.2","3.2","-4.9","3.7","-4.3","1.6","10.5","1.7","-3.4","-24.7","3.6","-14.9","35.1","-5.1",1995-07-01
"-5.5","-2.7","3.3","-8.7","11.9","0.3","-11.9","3.5","-23.9","-2.5","-3.8","-11.2","0.6","5","-4.8","3.9","-4.5","0.4","8.4","7.2","-5","-24.7","4.4","-17.2","38.2","-4.4",1995-10-01
"-4.6","-6","3.2","-6.9","12.5","0.8","-9.5","2.1","-24.8","-3.5","-5.7","-11.6","0.3","3.7","-2.8","2.2","-7","0.7","4.9","8.2","-3.1","-23.6","8.9","-17.9","38.9","-4.2",1996-01-01
"-3.4","-3.5","4.4","-6.8","11.9","1.9","-9.2","2.6","-24.4","-3.9","-5","-10.8","2.1","3.5","-4.7","1.9","-9.6","2.2","2.2","10.3","-2.4","-22.5","10.1","-19.4","38","-3.8",1996-04-01
"-2.6","-2","4.7","-7.8","13.1","2.6","-8.7","1.7","-24.7","-5.1","-6.3","-9.3","2.4","3.2","-5.5","0.7","-11.2","5.3","-0.1","13.1","-2.4","-23.2","10.7","-19.2","33.6","-3.8",1996-07-01
"-1.3","-1.9","4.9","-7.2","15.8","3.7","-8.5","2.5","-24.7","-4.4","-7.1","-5.3","2.6","2.8","-5.7","1.5","-10.9","4.7","-2.1","18.4","-1.7","-23.3","12.5","-16.8","33.1","-4",1996-10-01
"-0.2","-3.1","6.7","-6","16","3.7","-7.6","2.7","-22.7","-3.8","-14.1","-5.7","2.3","3.5","-3.9","0.3","-14.7","8.4","-2.8","23","3.3","-19.7","14.4","-7.2","31.3","-4.3",1997-01-01
"1.2","0","8","-6.2","14.6","4.2","-6.2","3.7","-21.4","-3.8","-12.4","-4.2","3.7","8.2","-5.5","0.6","-16","7.8","-4.3","26.9","5.6","-14.6","13.6","-7.7","28.3","-3.9",1997-04-01
"2.2","1.2","8.4","-8.4","15.4","4.2","-4.6","4.2","-20.3","-4.5","-10.5","-3.6","10.8","8.7","-5.9","-0.5","-16.7","8","-6.7","30","6.3","-13.2","13","-8.2","37.3","-3.3",1997-07-01
"3.5","1","8.5","-9.6","18","4.7","-3.8","4.8","-21.1","-4.9","-10.5","-2.1","14.4","9.4","-4.4","0.5","-14","13.2","-8","27.8","-2.3","-10.2","14.5","-10.8","47.6","-3",1997-10-01
"4","-2.3","7.4","-10.5","18.7","4.2","-3.7","5.2","-23","-5.2","-8.8","-2.2","33.2","12.9","-1.5","-0.2","-17.1","10.1","-8.1","22.2","1.6","-5.9","19.5","-8.3","26.3","-2.5",1998-01-01
"4.6","-1.3","9.6","-10.7","20","4.3","-2.7","7.3","-24.3","-5.6","-7.6","-0.7","61.6","13.1","-2.9","0","-17.4","8.2","-7.9","18.3","1.2","0.2","19.9","-8.6","25.6","-0.7",1998-04-01
"5.5","-1.2","10.1","-13","18.8","5","-2.7","7.1","-25.2","-6.3","-4.4","0","19.9","12.6","-3.1","-1","-16.5","10.4","-7.8","15.1","3.1","1.3","20.4","-6.1","18.8","-0.1",1998-07-01
"6.3","-0.3","10.6","-13.4","18.5","6.8","-4.3","8.9","-25.4","-6.9","-4.3","-1.4","-4.3","14.4","-3.7","0.5","-20.8","5.7","-9.4","16.6","2.9","3.8","23.4","-6.3","11.5","0.8",1998-10-01
"6.4","-1.5","14.3","-9","20","4","1","11.9","-21.6","-6.6","-2.7","0","-19.3","17.3","-0.9","0.6","-23.7","9.7","-10","11","6.2","5.7","23.4","-3.9","6.1","1.4",1999-01-01
"6.8","-0.8","15.2","-6.2","23.3","5.5","2.2","17.5","-18","-4.3","-0.8","1.5","-38.8","23.2","-3.1","3.7","-25.1","0.5","-10.3","5.8","6.3","6.5","27.4","-4.4","-4.1","2.1",1999-04-01
"6.3","2.1","16.9","-4.8","23.5","6.1","1.1","17.6","-18.2","-3.3","-0.6","2.3","-33.7","25","-2.7","4.1","-24.9","-4.1","-12","3.3","7.7","3","28.5","-4.8","-17.1","3.3",1999-07-01
"6.3","4.1","17.3","-6.5","20.6","8.3","2.7","19.5","-18.9","-1.9","1","3.2","-39.9","29.4","-0.3","6.5","-21.7","-13","-12.3","-5","8","1.2","29.7","-1.6","-28.9","3.7",1999-10-01
"5.2","2.9","18.1","-5.4","17.3","9.1","7.9","22.1","-16.4","-2.1","2.1","4.3","-40","32","0.5","5.6","-23.7","-13.6","-12.4","-13","6.5","-1.6","33.3","-3.2","-32.9","4.3",2000-01-01
"4.7","5","18.6","-11.5","17.8","10.1","4.8","24.3","-14.5","-0.8","4.4","6.6","-37.4","25.1","1.4","5.7","-26.8","-17","-11.5","-16.5","6.2","-3.3","33.1","-3.1","-42","4.6",2000-04-01
"4.5","9.6","19.2","-13.3","17.1","8.9","8.9","26.6","-8.5","0.9","5","8","-37.3","25.2","1.1","5.9","-26.5","-17.2","-11.8","-20.7","6.3","-0.6","33.3","-0.2","-54.4","4.6",2000-07-01
"3.9","7.3","20.2","-14.6","18.2","13.2","7.1","26.8","-7.8","1.4","4.5","9.3","-36","21.8","2.7","8.1","-27.2","-19.8","-11.7","-22.9","6.9","-6.9","33.1","3.6","-58.3","4.6",2000-10-01
"3","5.5","19.2","-13","18.4","12.8","6.8","25.6","-7.8","2.3","6.9","10.3","-34.2","19.6","3.2","8","-28.7","-18.8","-11.5","-24.1","1.7","-6.6","34.9","2.1","-58.5","3.6",2001-01-01
"4.2","4.5","19.5","-13.1","18","12.1","8.3","26.7","-7.2","3.7","6.6","8.6","-32.5","19.2","2.5","8.3","-30.1","-19.1","-11.9","-22.4","0.5","-3.8","35.2","3.5","-66.6","5",2001-04-01
"3.2","4.6","18.4","-15.7","20.9","11.6","10.2","27.9","-8.7","3.9","7","9.5","-34.5","16.2","2.4","7.7","-29.1","-17.1","-11.1","-18.8","-1.5","-4.6","35.4","4.3","-65.2","6.4",2001-07-01
"13.8","5.5","18.7","-17.4","14.1","10","13.6","27.8","-11","4.2","8.2","9.4","-33.4","20.7","3","8.9","-27.3","-18.2","-10.4","-16.4","-0.8","0.6","35.2","8.2","-67.8","6.6",2001-10-01
"46.9","3.8","15.8","-16.8","12","8.8","11.3","27.7","-3.9","4","8.7","7.3","-33.5","19.3","4.3","8.2","-26.9","-15.4","-10.3","-15.6","-2.4","5.5","33.2","6.1","-59.1","6.4",2002-01-01
"52.9","3.3","13.7","-15.4","12.6","9.5","10","27","-5.2","3.4","9.9","8.9","-32.8","19.4","7","8.6","-26.9","-13.3","-8.9","-16","-5","6.9","30.1","5.2","-60","6.8",2002-04-01
"42","2.6","11.4","-15.9","14","8.9","11.3","25.2","-5.9","2.4","13.4","8.6","-30.5","16.5","6.3","7.6","-28","-11.9","-8.1","-18.2","-3.6","8.5","30.3","4","-57.6","7",2002-07-01
"27.2","2","9.2","-14.3","8.9","8.2","9.3","25.8","-8.2","2.4","11.9","7.2","-28.4","11.5","6.9","8.5","-26.1","-12","-7.3","-19.7","-4.8","8.2","31.7","5.1","-57.1","7.6",2002-10-01
"15.4","0.4","6.8","-12.2","6.4","7.6","13.1","24.9","-7.4","2.8","8","8.4","-27.2","4","7.8","7.9","-27.3","-12.1","-7","-22.7","-5.2","10.1","33.9","2.2","-56.6","7.2",2003-01-01
"9.3","-0.2","8.3","-8.9","1.8","7.5","13.9","25","-4.2","2.7","8.9","12.1","-26.5","5.9","6.3","8.6","-28.9","-13.1","-6.8","-22.6","-4.1","13.5","32.2","3","-54.7","8.7",2003-04-01
"6.9","-0.6","8.8","-8.2","-1.8","6.4","14.7","24.5","-3.3","1.8","8.1","10.9","-24.5","8.2","4.5","7.6","-29.6","-13.9","-5.9","-23.1","-2.7","10.8","29.8","1.4","-55","8.5",2003-07-01
"4.7","1.2","9.9","-6","-4.8","4.7","12.5","26.8","-1.9","0","6.5","14.9","-22.2","14.8","4.9","9.4","-28.1","-15","-5.2","-25.5","5.5","7.6","28.7","-0.4","-57.2","7.7",2003-10-01
"0.6","0.5","9.1","-5.2","-4.5","1.1","16.5","26.8","-0.4","-0.2","5.1","14","-21.6","14.2","6.9","8.2","-29.5","-16.7","-4.9","-23.8","3.3","10.8","30.3","-1.8","-53.2","7.2",2004-01-01
"-0.2","0.8","8","-5.7","-5.6","-0.6","16.2","29","1.5","0.9","4.2","15.9","-17.6","11.8","6","9.1","-30.3","-18.8","-4.8","-23.9","1.3","12.2","29.4","-1.6","-50.8","7.2",2004-04-01
"-1.1","-0.3","7.2","-5.8","-8.1","-2.1","17","28.1","1.4","1","5.4","15.3","-16.5","15.5","5.9","8.6","-30.2","-19.5","-4.7","-26.1","0.2","11.8","28.2","-2.9","-44.8","7.2",2004-07-01
"-3.1","-1.9","6.9","-7.2","-12.6","-3.8","17.8","29.8","1","1","5.4","16.3","-14.7","24.8","9.2","9.9","-28.2","-21.8","-4.5","-28.4","0.5","9.1","27.3","-1","-46","7.9",2004-10-01
"-5.2","-2.5","4.9","-4.5","-12.1","-5.3","22.3","30.3","1.2","0.5","4.9","18","-13.3","21.6","10.5","10","-26.4","-21.6","-4.1","-30.7","-0.6","7.9","24.2","-1.1","-44.8","7.1",2005-01-01
"-6","-0.1","3.6","-3.7","-12.1","-5","24.6","33.1","4","2.3","7.2","20.3","-11.5","21.9","10.4","10.6","-26.9","-19.4","-3.8","-32.3","2.9","7.4","24.2","2.9","-42.3","7.6",2005-04-01
"-7.2","0.4","1.8","-3.6","-14.1","-5.5","26.5","32.2","3.7","2.2","7.9","21.1","-9.9","28.9","13.7","10.1","-24.5","-18.5","-3.8","-30.8","2.6","5.1","22","3.2","-40.6","7.9",2005-07-01
"-7.5","-0.6","0.4","-6","-14.8","-6.3","28.8","34.6","4.8","3","7.4","21.7","-10.7","31.8","13.6","11.4","-22.5","-17.2","-3","-29.9","-0.5","5.4","21.7","5","-39.4","8.2",2005-10-01
"-7.7","-0.3","-0.5","-6.3","-15.9","-6.2","29.9","37","7.8","3.1","6.7","20.5","-12","42.1","19","11.3","-21.7","-15.8","-2.5","-32.1","-2.8","4.1","20.9","4.2","-39.7","8.7",2006-01-01
"-7.8","1","-0.3","-8.2","-16.1","-6.2","29.2","38.5","10.2","4.1","7.6","25.1","-10.8","50.4","16.4","12","-21.3","-11.8","-1.8","-31.7","-5.4","3.8","19.2","5.3","-39","9.5",2006-04-01
"-7.9","1.2","-0.5","-5","-16.2","-6.8","32.8","38.7","10.8","4","9.4","23.1","-10.2","51.2","18","11.5","-19.2","-8.9","-1.5","-31.9","-5.3","4.6","17.1","4.5","-37.8","9.7",2006-07-01
"-7.8","-0.9","-1.5","-7.7","-15.8","-8.6","34.8","41.3","8","4.5","7.8","20.7","-8.7","52.7","16.8","12.7","-17.7","-5.5","-0.4","-30.5","-8.5","4.2","15.8","5.8","-37.2","10.3",2006-10-01
"-7.8","-2.8","0.3","-5.7","-15.1","-10.9","34.3","40.5","8.5","4.5","4.6","18.7","-8.6","52.7","20.5","12.2","-17.1","-3.7","0","-30.5","-7.7","9.5","14.4","8.8","-37.9","10.2",2007-01-01
"-7.8","-0.9","1.9","-4.5","-15.4","-11.7","33.4","44","9.7","6","4.2","21.4","-8.7","50.5","15","13.4","-18.7","-2.2","0.4","-30","-9.4","15","16.4","12.7","-36.1","11.4",2007-04-01
"-7.2","-0.4","3.7","-3.9","-12.5","-13.1","34","41.7","9.2","5.9","5.9","23.3","-7.1","51.2","15.8","13","-16.7","-1.6","1.4","-26.5","-9.6","14.6","15.5","14.8","-34.9","11.9",2007-07-01
"-7.4","1","4.7","-0.2","-10.5","-13","36","39.7","9.8","5.1","5.9","27.5","-4.4","47.7","15.4","15.1","-14.2","-0.5","2.7","-29.9","-11.7","17.7","16.3","18.8","-34","12",2007-10-01
"-7.7","0.7","7.7","-2.1","-11.6","-13.8","33.9","34.9","8.8","5","7.4","27.6","-4","55.8","19.8","17","-13.4","2.5","2.7","-32.6","-9.7","20.5","17.4","22.3","-32.2","11.4",2008-01-01
"-8.2","-0.3","10.8","-2.4","-5.2","-13.6","31.7","34.1","12.2","7.1","5.4","20.5","-2.4","62.6","16","15.7","-11.4","5.5","2.5","-32.4","-8.5","20","19.8","26.8","-29.4","9.7",2008-04-01
"-7.9","-0.9","13.7","-1.6","1.4","-13","30","31.4","14.3","8.6","5","24.1","-1.4","69.5","16.4","14.2","-9.7","7.9","3.2","-28.7","-10.2","19.9","18.7","29.3","-27.1","9.3",2008-07-01
"-7","0.7","19.3","-2.8","7.7","-10.9","30.4","29.5","17","8.8","9.9","28.9","-0.9","79.9","15.5","12.5","-4.6","10.7","4.4","-26","-11.3","24.4","18.5","36.6","-22.4","6.6",2008-10-01
"-6.2","0.1","22.1","1.2","7.8","-9.3","31.5","28.4","20.6","9.9","8.5","43.4","-1.4","78","17.4","14.4","-2.1","11.9","5","-21.3","-8.1","26.5","20.5","36.8","-20.4","5",2009-01-01
"-5.5","0.2","23","5.6","4.2","-7.6","32.2","27.3","24.5","11.1","3.5","31.4","-1.7","74.8","13","16.6","0.2","13.2","4.4","-16.3","-4.6","29.8","21.6","37.8","-16.4","4.6",2009-04-01
"-5.4","1.2","23.3","8.4","4.2","-7.1","33.7","25.7","20.3","11.6","5.4","27.8","-1.4","74.8","12.9","15.4","2.5","13","4.5","-9.6","-2","28","20","39.2","-13.3","3.9",2009-07-01
"-5.5","0.7","21.6","10.2","1.9","-6.4","33","23.7","19.6","12","3.7","29.4","-0.4","72.4","9.9","14.5","4","11.2","4.1","-7.2","1.4","24.5","16.6","39.1","-13","1.4",2009-10-01
"-5.8","0.9","15.3","11.5","0.8","-7.5","31.5","21.3","21.8","10.8","3.4","26.3","-1.5","67.2","11.7","13.1","2.5","8.3","3.8","-9.4","5.8","20.6","13.7","33.6","-15.8","-1.2",2010-01-01
"-5.7","1.7","12.3","7.3","0.1","-7.5","24.7","20.8","23.4","9.4","-1.6","30.2","0.6","58.2","8.5","11.9","1.2","6.9","3.8","-9.9","9.1","21.8","12.7","29.3","-15.7","-4.3",2010-04-01
"-5.5","0.9","5.9","6.8","-5.3","-8.2","17.5","16","19.9","8","-3","20.3","1","44.6","6.7","10.6","-0.6","5.3","3.4","-10.4","8.3","20","8.8","24.1","-15.5","-6.6",2010-07-01
"-5","0.5","0.4","7.5","-7.1","-9.9","10.8","12","14.8","8","-8.3","17","2.6","55","9.5","9.1","-1.5","3","3.3","-8.1","8.3","17","9.7","16.4","-10.4","-8.9",2010-10-01
"-4.8","-2.2","0.9","7.7","-7.5","-13.5","7.7","7","14.1","7.2","-10.4","8.9","2.5","50.1","7.8","7.7","-1.8","2.6","3.6","-8.7","8","15.1","9.6","15.2","-8","-10.7",2011-01-01
"-4.3","-2.6","3.1","9.8","-7.1","-14.1","5.7","4.4","12.5","8.5","-11.4","7.9","4","41.8","4.7","6.6","-1.2","3","3.4","-7.4","10.5","11.4","8.6","13.7","-5.3","-12.1",2011-04-01
"-3.3","-3.6","3.3","10.5","-3.3","-13.1","9","0.7","10.9","9.4","-12.9","11","5.7","40.4","2.9","4.9","0.2","4.9","4.8","-5.9","10.2","6.8","7.7","12.8","-2.6","-13.2",2011-07-01
"-3.1","-3.7","4.5","10.9","-1.1","-12.7","8.8","-2.3","10.5","9.5","-14.9","10.6","6.8","37.1","4.5","3.1","1.1","4","4.8","-4","12.8","3.6","5.9","11.7","3.5","-13.8",2011-10-01
"-3","-4.9","7.1","11.7","-1.6","-12.7","8.7","-3.9","10.1","10.1","-12.9","3.2","7.7","38.3","4","2.6","0.6","3.7","3.8","-6.7","12.8","11","4.9","16","6","-15.1",2012-01-01
"-2.4","-4.3","8.7","11.9","1","-11.7","6.5","-5.6","9.4","10.7","-12.2","0.8","9.2","38.2","1.3","2.1","-1.8","4.2","4","-2.3","14.2","8","4.6","12.6","8","-16",2012-04-01
"-1.7","-4.8","7.1","12.1","0.6","-11.4","1.5","-8.6","8.7","9.4","-12.7","-4.7","9.8","32.2","2.1","1.2","-0.2","4.9","4","-1.5","13","6.1","5.4","14.7","10.1","-16",2012-07-01
"-0.6","-6.7","2.4","14.1","3.4","-11.2","1.5","-17.6","8.8","8.5","-15.3","-4.4","11.1","14.7","3.1","1.1","1.5","3.3","4.2","-0.4","10","5","5.8","7","9.1","-15.9",2012-10-01
"-0.6","-7.2","3.9","13.1","3","-10.8","-2.2","-21.2","12","7.3","-17.8","-2.8","10.7","3.6","1.3","-0.5","2.1","4.4","3.8","1.2","8.5","4.1","2.3","9.6","8.6","-16.6",2013-01-01
